###Quadrat plot data (nested sizes) froma paired fenced and unfenced plots on Molesworth. Plots established in early 2008 by NZ Forest Surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transect,Plot No.,Species,Subplot1.Tier1,Subplot1.Tier2,Subplot1.Tier3,Subplot1.Tier4,Subplot1.Tier5,Subplot1.Tier6,Subplot2.Tier1,Subplot2.Tier2,Subplot2.Tier3,Subplot2.Tier4,Subplot2.Tier5,Subplot2.Tier6,Subplot3.Tier1,Subplot3.Tier2,Subplot3.Tier3,Subplot3.Tier4,Subplot3.Tier5,Subplot3.Tier6,Subplot4.Tier1,Subplot4.Tier2,Subplot4.Tier3,Subplot4.Tier4,Subplot4.Tier5,Subplot4.Tier6,Subplot5.Tier1,Subplot5.Tier2,Subplot5.Tier3,Subplot5.Tier4,Subplot5.Tier5,Subplot5.Tier6,Subplot6.Tier1,Subplot6.Tier2,Subplot6.Tier3,Subplot6.Tier4,Subplot6.Tier5,Subplot6.Tier6,BrowserSpecies,BrowserIntensity,Browser2Species,Browser2Intensity
ST,3 unfenced,RAOSUB,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,CARSIN,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 unfenced,RANMUL,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,ACRCOL,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 unfenced,AGRCAP,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,cattle,M,,
ST,3 unfenced,FESNOV,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 unfenced,CELGRA,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,RYTPUM,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,PIMSER,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,GALPER,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,CERFON,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,HYPRAD,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,GERMIC,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,CAROVA,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,,,,,2,1,,,,,cattle,M,,
ST,3 unfenced,VIOCUN,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,HOLLAN,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 unfenced,JUNEFF,,,,,,,,,,,,,,,,,,,2,1,1,,,,1,1,1,,,,1,1,1,,,,,,,
ST,3 unfenced,TRIREP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,LEPSQU,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,MICSCA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,EUCTRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,ISOAUC,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,RUMACE,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,
ST,3 unfenced,HIENOV,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,TAROFF,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,RANGRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,ACAFIS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,FESRUB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,PRACOL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,HYDMON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,BLEPEN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,HIEPRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,TRIDUB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,CARECH,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 unfenced,BRACAS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,CHIMAC,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 unfenced,CELSPE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,
ST,3 unfenced,ACAINE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 unfenced,ACIAUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,GAUDEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,RAOSUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,DRAPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,KELDIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,EUPZEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,PRAANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,EPIALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,OREPEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,EPIBRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,MYRTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,JUNART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,MONFON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,LEPPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,ACAFIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 unfenced,CRAUNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 fenced,VEGETATION,3,1,3,,,,4,5,3,,,,4,5,4,,,,6,5,3,,,,6,5,5,,,,6,5,5,,,,,,,
ST,3 fenced,MOSS,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,LITTER,5,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,BARE GROUND,0,,,,,,0,,,,,,0,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,ROCK,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,
ST,3 fenced,FESRUB,1,1,,,,,1,1,,,,,2,1,,,,,2,1,,,,,2,1,,,,,2,1,,,,,,,,
ST,3 fenced,HIENOV,1,1,,,,,1,1,,,,,1,1,,,,,1,,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 fenced,ACRCOL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,AGRCAP,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 fenced,ANIARO,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,,,
ST,3 fenced,CHIRUB,1,2,3,,,,3,4,3,,,,3,3,3,,,,4,5,3,,,,4,5,5,,,,6,5,5,,,,,,,
ST,3 fenced,HIEPIL,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,HIEAUR,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,GALPER,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,SCHPAU,,,,,,,,,,,,,1,1,,,,,2,1,1,,,,2,1,1,,,,3,2,1,,,,hare,L,,
ST,3 fenced,HOLLAN,,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 fenced,TRIREP,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,,2,1,,,,,,,,
ST,3 fenced,HYPRAD,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,CERFON,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 fenced,CARCOR,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,,,
ST,3 fenced,ANTODO,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,GERMIC,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 fenced,LUZRUF,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 fenced,FESNOV,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,,,
ST,3 fenced,EUCTRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,POACOL,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 fenced,CELGRA,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 fenced,CAROVA,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,,,
ST,3 fenced,RANMUL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,HYDMON,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,PIMSER,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,LEUFRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,MAZRAD,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,LUZMIG,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,1,1,1,,,,,,,
ST,3 fenced,EPIBRU,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,
ST,3 fenced,EPIOBS,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,1,,,,,,,
ST,3 fenced,RANGRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,MICSCA,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 fenced,ACAFIS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,JUNEFF,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,
ST,3 fenced,RUMACE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,ANIFIL,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
ST,3 fenced,MONFON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,3 fenced,RANGLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 fenced,CARDEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 fenced,EPICHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
ST,3 fenced,JUNART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
ST,3 fenced,HIEPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
ST,3 fenced,PRACOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
ST,3 fenced,BLEPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 fenced,LIMLIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 fenced,LEPSQU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 fenced,ACAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 fenced,LINCAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
ST,3 fenced,COPCHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
ST,3 fenced,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
ST,3 fenced,GAUDEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,3 fenced,CHIMAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
ST,3 fenced,RYTGRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,4 unfenced,VEGETATION,6,,,,,,6,2,,,,,6,3,,,,,6,2,1,,,,6,,,,,,6,,,,,,,,,
ST,4 unfenced,MOSS,0,,,,,,0,,,,,,0,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
ST,4 unfenced,BARE GROUND,0,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
ST,4 unfenced,ROCK,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,
ST,4 unfenced,HIEPIL,2,,,,,,2,,,,,,2,,,,,,3,,,,,,3,,,,,,3,,,,,,,,,
ST,4 unfenced,LEUFRA,2,,,,,,3,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,,,
ST,4 unfenced,POACOL,2,,,,,,2,,,,,,3,,,,,,2,1,,,,,2,1,,,,,2,1,,,,,,,,
ST,4 unfenced,RAOSUB,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,BRABEL,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,HIEPRA,1,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,WAHALB,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,ANTODO,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,FESMAT,,,,,,,3,2,,,,,2,2,,,,,3,2,,,,,2,1,,,,,2,1,,,,,,,,
ST,4 unfenced,LUZRUF,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,CELGRA,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,CHIMAC,,,,,,,2,1,,,,,2,2,,,,,3,2,,,,,3,2,,,,,3,2,,,,,,,,
ST,4 unfenced,AGRCAP,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,PIMSER,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,HYPRAD,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,RYTSET,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,4 unfenced,ANIARO,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,PIMORE,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,ACRCOL,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,hare,L,,
ST,4 unfenced,DEYAVE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,ANIARO,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,EUPZEL,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,VIOCUN,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,EUCTRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,CELSPE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,
ST,4 unfenced,RANMUL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,BRACAS,,,,,,,,,,,,,,,,,,,,1,1,,,,1,2,1,,,,1,1,1,,,,,,,
ST,4 unfenced,CRAUNI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,HIECAE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,GAUDEP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,SCLUNI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,ACIAUR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,RYTPUM,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,ELYAFR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,FESNOV,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,4 unfenced,FESRUB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,CHIFSB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,cattle,H,hare,L
ST,4 unfenced,OREPEC,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,KELDIE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,PRACOL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,LYCFAS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,GENCOR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 unfenced,TRIREP,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,cattle,M,,
ST,4 unfenced,CHIRUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
ST,4 unfenced,DRAPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,4 unfenced,SCLBRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,4 unfenced,ACAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,4 unfenced,DRAROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,4 unfenced,CHIAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,4 unfenced,CERFON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,4 fenced,VEGETATION,6,1,,,,,6,1,,,,,6,4,2,,,,6,3,2,,,,6,3,3,,,,6,3,3,,,,,,,
ST,4 fenced,MOSS,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,LITTER,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,BARE GROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST,4 fenced,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST,4 fenced,RAOSUB,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,ANIARO,1,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,HIEPIL,5,,,,,,5,,,,,,3,,,,,,3,,,,,,3,,,,,,3,,,,,,,,,
ST,4 fenced,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,
ST,4 fenced,ANTODO,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,FESMAT,1,1,,,,,1,1,,,,,1,1,,,,,2,1,,,,,2,1,,,,,1,1,,,,,,,,
ST,4 fenced,POACOL,2,1,,,,,1,1,,,,,2,1,,,,,2,1,,,,,2,1,,,,,2,1,,,,,,,,
ST,4 fenced,DEYAVE,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,4 fenced,AGRCAP,1,,,,,,2,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,4 fenced,LUZRUF,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,RYTPUM,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,RANMUL,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,CERFON,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,CHIRUB,,,,,,,,,,,,,3,3,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,,,
ST,4 fenced,OZOVAU,,,,,,,,,,,,,3,3,1,,,,2,2,1,,,,1,1,1,,,,1,1,1,,,,,,,
ST,4 fenced,FESNOV,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,4 fenced,HYPRAD,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,WAHALB,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,PIMSER,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,4 fenced,ACAINE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,GALPER,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,FESRUB,,,,,,,,,,,,,2,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,4 fenced,GAUDEP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,ACRCOL,,,,,,,,,,,,,,,,,,,2,1,1,,,,1,1,1,,,,1,1,1,,,,,,,
ST,4 fenced,CELSPE,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,,,,,1,1,,,,,,,,
ST,4 fenced,VIOCUN,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,CHIAUS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,KELDIE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,CHIMAC,,,,,,,,,,,,,4,4,2,,,,3,3,1,,,,4,4,3,,,,4,4,3,,,,,,,
ST,4 fenced,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
ST,4 fenced,CELGRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,BRACAS,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,
ST,4 fenced,DRAROS,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,
ST,4 fenced,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,SCLUNI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,HEBBRA,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
ST,4 fenced,BRABEL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,HEBRAK,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,
ST,4 fenced,ANIFIL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,PIMORE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
ST,4 fenced,HIEPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ST,4 fenced,BRASIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
