###Quadrat plot data (nested sizes) froma paired fenced and unfenced plots on Molesworth. Plots established in early 2008 by NZ Forest Surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transect,Plot No.,Species,Subplot1.Tier1,Subplot1.Tier2,Subplot1.Tier3,Subplot1.Tier4,Subplot1.Tier5,Subplot1.Tier6,Subplot2.Tier1,Subplot2.Tier2,Subplot2.Tier3,Subplot2.Tier4,Subplot2.Tier5,Subplot2.Tier6,Subplot3.Tier1,Subplot3.Tier2,Subplot3.Tier3,Subplot3.Tier4,Subplot3.Tier5,Subplot3.Tier6,Subplot4.Tier1,Subplot4.Tier2,Subplot4.Tier3,Subplot4.Tier4,Subplot4.Tier5,Subplot4.Tier6,Subplot5.Tier1,Subplot5.Tier2,Subplot5.Tier3,Subplot5.Tier4,Subplot5.Tier5,Subplot5.Tier6,Subplot6.Tier1,Subplot6.Tier2,Subplot6.Tier3,Subplot6.Tier4,Subplot6.Tier5,Subplot6.Tier6,BrowserSpecies,BrowserIntensity,Browser2Species,Browser2Intensity
LD,2 fenced,DEYAVE,,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,2 fenced,POACIT,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,FESMAT,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,2 fenced,HIECAE,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,FESNOV,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,,,
LD,2 fenced,OZOVAU,,,,,,,,,,,,,3,3,,,,,2,2,,,,,1,1,,,,,1,1,,,,,,,,
LD,2 fenced,RYTSET,,,,,,,,,,,,,,,,,,,2,1,,,,,2,1,,,,,1,1,,,,,,,,
LD,2 fenced,DRAROS,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,,,,,1,1,,,,,,,,
LD,2 fenced,DISTOU,,,,,,,,,,,,,,,,,,,3,3,2,,,,2,2,1,,,,2,2,1,,,,hare,L,,
LD,2 fenced,CARSP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,GAUDEP,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,CELSPE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,LACHNA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,ACIAUR,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,,,
LD,2 fenced,CRALAN,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,UNCRUB,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,2 fenced,MICUNI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,RYTPUM,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,RANMUL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,RUMACE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,BULHOO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,MELALP,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,hare,H,cattle,M
LD,2 fenced,OLECYM,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
LD,2 fenced,EUPZEL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,PRACOL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,2 fenced,EPIALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,2 fenced,CHIRUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
LD,2 fenced,GONMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,2 fenced,THELON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,2 fenced,ELYAFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 unfenced,VEGETATION,6,2,,,,,6,2,,,,,6,2,,,,,6,4,4,,,,6,4,3,,,,6,4,4,,,,,,,
LD,3 unfenced,MOSS,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,,,,,,,,,
LD,3 unfenced,LITTER,2,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,BARE GROUND,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,
LD,3 unfenced,ROCK,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,
LD,3 unfenced,HIEPIL,5,,,,,,5,,,,,,5,,,,,,5,,,,,,4,,,,,,4,,,,,,,,,
LD,3 unfenced,TRIREP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,
LD,3 unfenced,ACAINE,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,ANTODO,1,,,,,,1,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,
LD,3 unfenced,FESNOV,2,1,,,,,1,1,,,,,2,1,,,,,2,2,1,,,,2,2,1,,,,3,3,1,,,,cattle,H,,
LD,3 unfenced,AGRCAP,2,,,,,,3,,,,,,2,,,,,,1,,,,,,2,,,,,,2,,,,,,,,,
LD,3 unfenced,WAHALB,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,POACIT,2,1,,,,,2,1,,,,,2,1,,,,,3,2,1,,,,3,1,1,,,,2,2,1,,,,,,,
LD,3 unfenced,FESRUB,2,,,,,,1,,,,,,1,,,,,,2,,,,,,2,,,,,,2,,,,,,,,,
LD,3 unfenced,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,1,,,,,,,
LD,3 unfenced,POAPRA,1,,,,,,1,,,,,,1,1,,,,,2,1,,,,,2,,,,,,2,,,,,,cattle,M,,
LD,3 unfenced,LEUFRA,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,MUEAXI,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,POACOL,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,ACRCOL,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,CHIRUB,,,,,,,,,,,,,1,1,,,,,3,4,4,,,,3,3,3,,,,3,4,4,,,,,,,
LD,3 unfenced,RYTPUM,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,GENCOR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,SCLUNI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,HYDMON,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,GERSES,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,RANMUL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,CRECAP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,CERFON,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,ACACAE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,HOLLAN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,
LD,3 unfenced,TAROFF,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,3 unfenced,ACRCOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 unfenced,MELALP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,cattle,H,,
LD,3 unfenced,ORERAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 unfenced,LINCAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 unfenced,TRIPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 unfenced,CARSIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 unfenced,MENCUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 unfenced,GALPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 unfenced,PRUVUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 unfenced,VIOLYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 unfenced,CAROVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cattle,L,,
LD,3 fenced,VEGETATION,6,1,,,,,6,3,,,,,6,2,,,,,5,2,,,,,5,3,1,,,,,,,,,,,,,
LD,3 fenced,MOSS,0,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
LD,3 fenced,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
LD,3 fenced,BARE GROUND,1,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,,
LD,3 fenced,ROCK,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,
LD,3 fenced,CHIRUB,2,1,,,,,3,2,,,,,3,2,,,,,2,2,,,,,4,3,1,,,,4,4,2,,,,,,,
LD,3 fenced,HIEPIL,6,,,,,,5,,,,,,4,,,,,,3,,,,,,3,,,,,,4,,,,,,,,,
LD,3 fenced,LEUFRA,2,,,,,,2,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,DEYAVE,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,POAPRA,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,,,
LD,3 fenced,FESRUB,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,2,1,,,,,2,1,,,,,cattle,M,,
LD,3 fenced,ANTODO,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,3 fenced,GENCOR,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,TRIREP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,POACOL,,,,,,,1,,,,,,2,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,
LD,3 fenced,HYPRAD,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,HELFIL,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,FESNOV,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,3 fenced,HIECAE,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,HOLLAN,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,DISTOU,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,1,,,,,,,
LD,3 fenced,RYTPUM,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,PIMSER,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,UNCRUB,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,ANIARO,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,WAHALB,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,RUMACE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,ACRCOL,,,,,,,,,,,,,1,,,,,,2,,,,,,2,,,,,,2,1,,,,,,,,
LD,3 fenced,RANMUL,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,SCLUNI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,LUZRUF,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,ACAINE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,ACACAE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,CELGRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,AGRCAP,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,3 fenced,EUCTRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,TRIPRA,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,3 fenced,CRALAN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,ELYAFR,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
LD,3 fenced,RAOSUB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,3 fenced,CAROVA,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
LD,3 fenced,GAUDEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 fenced,CELSPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 fenced,OZOVAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
LD,3 fenced,MICUNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 fenced,LINCAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 fenced,GERSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,3 fenced,ANIFIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,4 unfenced,VEGETATION,6,,,,,,6,,,,,,6,3,2,,,,6,3,4,,,,6,4,3,,,,6,5,2,,,,,,,
LD,4 unfenced,MOSS,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,LITTER,2,,,,,,2,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,
LD,4 unfenced,BARE GROUND,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LD,4 unfenced,POACOL,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,HIEPIL,6,,,,,,5,,,,,,5,,,,,,4,,,,,,4,,,,,,3,,,,,,,,,
LD,4 unfenced,ANTODO,3,,,,,,2,,,,,,2,,,,,,2,,,,,,2,1,,,,,1,1,,,,,,,,
LD,4 unfenced,TRIREP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,LEUFRA,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,POAPRA,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 unfenced,FESRUB,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,MUEAXI,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,WAHALB,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,RYTPUM,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,DEYAVE,,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,RUMACE,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 unfenced,HIECAE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,GENCOR,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,FESNOV,,,,,,,,,,,,,2,1,,,,,2,2,1,,,,3,3,1,,,,2,2,1,,,,,,,
LD,4 unfenced,CHIRUB,,,,,,,,,,,,,2,3,2,,,,3,3,3,,,,3,4,3,,,,4,5,2,,,,cattle,L,,
LD,4 unfenced,PIMSER,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,DISTOU,,,,,,,,,,,,,,,,,,,2,2,2,,,,1,2,2,,,,1,1,1,,,,hare,L,,
LD,4 unfenced,ACACAE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,ACRCOL,,,,,,,,,,,,,,,,,,,2,,,,,,2,1,,,,,1,1,,,,,,,,
LD,4 unfenced,LUZRUF,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,UNCRUB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,ANIARO,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,CELDIS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,RANMUL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,CRALAN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,SCLUNI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,CELGRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,AGRCAP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 unfenced,CELSPE,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 unfenced,HOLLAN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,
LD,4 unfenced,BRABEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,4 unfenced,ACAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,4 unfenced,GERSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,4 unfenced,CHIMAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
LD,4 unfenced,ACIAUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
LD,4 unfenced,CERFON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,4 fenced,VEGETATION,6,1,,,,,6,2,1,,,,6,4,1,,,,6,5,2,,,,6,4,2,,,,6,5,3,,,,,,,
LD,4 fenced,MOSS,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,LITTER,1,,,,,,1,,,,,,2,,,,,,2,,,,,,2,1,,,,,1,1,,,,,,,,
LD,4 fenced,BARE GROUND,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,
LD,4 fenced,ROCK,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,
LD,4 fenced,HIEPIL,5,,,,,,4,,,,,,3,,,,,,3,,,,,,2,,,,,,3,,,,,,,,,
LD,4 fenced,POAPRA,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,
LD,4 fenced,GENCOR,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,AGRCAP,1,,,,,,1,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 fenced,ANTODO,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 fenced,POACOL,3,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,RYTPUM,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,CELGRA,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,CHIRUB,1,1,,,,,3,2,1,,,,5,4,1,,,,5,4,1,,,,6,4,2,,,,4,5,3,,,,,,,
LD,4 fenced,RUMACE,,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 fenced,WAHALB,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,CERFON,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,ACRCOL,,,,,,,2,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 fenced,LUZRUF,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,FESNOV,,,,,,,1,1,,,,,2,2,,,,,2,1,,,,,1,1,,,,,2,1,1,,,,,,,
LD,4 fenced,HOLLAN,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 fenced,ACACAE,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,ANIARO,,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 fenced,RANMUL,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,TRIREP,,,,,,,1,,,,,,1,,,,,,2,,,,,,3,,,,,,2,1,,,,,,,,
LD,4 fenced,FESRUB,,,,,,,1,1,,,,,2,2,,,,,1,1,,,,,1,1,,,,,2,1,,,,,,,,
LD,4 fenced,CRECAP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,UNCRUB,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 fenced,ELYAFR,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 fenced,LEUFRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,GALPER,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,CARSIN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,
LD,4 fenced,EPIBRU,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,GERSES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,PIMSER,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,CRALAN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,VIOCUN,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,HYPRAD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,4 fenced,MENCUN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
LD,4 fenced,ACAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,4 fenced,DISTOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
LD,4 fenced,CARCOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
LD,4 fenced,POACIT,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
LD,4 fenced,CARKAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
LD,4 fenced,ROSRUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,4 fenced,RAOSUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,4 fenced,OZOVAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
LD,4 fenced,JUNEFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
LD,4 fenced,LEPSQU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,4 fenced,ORERAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LD,5 unfenced,VEGETATION,4,,,,,,4,,,,,,4,2,,,,,5,3,1,,,,5,2,1,,,,5,2,1,,,,,,,
LD,5 unfenced,MOSS,5,,,,,,5,,,,,,5,,,,,,4,,,,,,4,,,,,,4,,,,,,,,,
LD,5 unfenced,LITTER,1,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,
