"plot.yr","plot","year","native.n","n","exotic.n","prop.native","fenced.year","simpson.R","berger.parker.I","DCA1","DCA2","x","y","soil.class","rain.class","oversow.year","terrace","water.deficit","temperature","lcdb","lenz.soil","dem.altitude","dem.slope","grazing.areas","fenced.areas","summer.winter.grazing.areas","ACACAE","ACAFIS","ACAINE","ACAPRO","ACASAC","ACIAUR","ACIGLA","ACIMON","ACRCOL","AGRCAP","AGRCAS","AGRDYE","AGRMUS","AGRSTO","ANAARV","ANABEL","ANIARO","ANIFIL","ANTODO","ANTSOL","APHARV","ARESER","ARIFRU","ASTNER","BLEPEN","BRABEL","BRACAS","BRALAG","BRAMON","BRAORB","BRASIN","BROHOR","BULHOO","CARALP","CARAUS","CARAVO","CARBRE","CARCOL","CARCOR","CARDEB","CARDIA","CARECH","CARFLA","CARGAU","CARKAL","CARLAC","CARMUE","CAROVA","CARRES","CARSIN","CARTES","CELALL","CELALP","CELDUR","CELGRA","CELLAR","CELMON","CELRHI","CELSPE","CELTRA","CELVIS","CERFON","CERGLO","CERSEM","CHIAUS","CHIFLA","CHIFSB","CHIMAC","CHIPAL","CHIRUB","COLAPE","COPATR","COPCHE","COPDUM","COPFOW","COPPET","COPPRO","CORSAR","CRAINC","CRALAN","CRASIN","CRATAR","CRATARN","CRAUNI","CRAWHI","CRECAP","CYNCRI","DACGLO","DESNOV","DEYAVE","DIAARM","DICCRI","DISTOU","DRAACE","DRAPRO","DRAPRS","DRAROS","DROARC","ECHVUL","ELEACU","ELEGRA","ELYAFR","ELYSOL","EPIALS","EPIANG","EPIATR","EPICHI","EPICHL","EPICIL","EPIGLA","EPIMAC","EUCAUD","EUCLAT","EUCTRA","EUPMON","EUPZEL","EXOBID","FESMAT","FESNOV","FESRUB","GALAPA","GALDRY","GALPER","GALPRO","GAUCRA","GAUDEP","GENBEL","GENCOR","GENGRI","GERBRE","GERMIC","GERSES","GINTRI","GLYFLU","GONMIC","HALBID","HEBANO","HEBBRA","HEBCAN","HEBGLA","HEBLYC","HEBMAC","HEBMVB","HEBODO","HEBPIM","HEBPIN","HEBRAK","HELDEP","HELPAR","HIEAUR","HIECAE","HIEMUR","HIENOV","HIEPIL","HIEPOL","HIEPRA","HOLLAN","HYDMON","HYDNOV","HYDSUL","HYPJAP","HYPPER","HYPRAD","HYPRIV","ISOAUC","JUNART","JUNEFF","JUNSQU","KELCRO","KELDIE","KOENOV","LACLYA","LAGSTR","LEPPEC","LEPPSP","LEPPUS","LEPSCO","LEPSQU","LEUFRA","LIMLIN","LINCAT","LOBANG","LOBION","LOTPED","LUZBAN","LUZCRI","LUZLIM","LUZPUM","LUZRUF","LUZULO","LYCAUS","LYCFAS","LYCSCA","LYPANT","MELALP","MENCUN","MICSCA","MICUNI","MIMMOS","MONFON","MUEAXI","MUECOM","MYCMUR","MYOCAE","MYRDIV","MYRNUM","NERCIL","NERDEP","NERSET","OLECYM","OLENUM","OPHCOR","ORECOL","OREPEC","ORERAM","ORERIG","ORESTR","OROMIN","OXAEXI","OZOLEP","OZOVAU","PENPUM","PHLPRA","PHOCOO","PHYALP","PILAUR","PILCAE","PILOFF","PILPRA","PIMCON","PIMMES","PIMORE","PIMSER","PIMTRA","PLATRI","PLAUNI","POAANN","POACIT","POACOL","POADIP","POAIMB","POALIN","POAPAL","POAPRA","POATRI","PODHAL","PODNIV","POLCYS","POLVES","POTCHE","PRAANG","PRACOL","PRUVUL","PSELUT","PSYOBT","PTEAUS","RANAMP","RANCHE","RANFOL","RANGLA","RANGRA","RANINS","RANMAC","RANMUL","RAOGLA","RAOGRA","RAOHOO","RAOPAR","RAOSUB","ROSRUB","RUMACE","RUMCRI","RUMFLE","RYTAUS","RYTBUC","RYTCLA","RYTGRA","RYTNIG","RYTPUM","RYTSET","RYTTHO","SAGPRO","SCHARU","SCHHAA","SCHHYD","SCHNIT","SCHPAU","SCHPHO","SCHROU","SCLBIF","SCLUNI","SENWAI","STAMIN","STEGRA","STEGRM","TAROFF","THELON","TRIARV","TRIDUB","TRIPRA","TRIREP","UNCDIV","UNCFUS","UNCRUB","VERARV","VERSER","VERTHA","VERVIR","VIOCUN","VITAUS","WAHALB"
"D2-2007","D2",2007,4,9,5,0.444444444444444,"Fenced",6.95547528629918,5.63786008230453,0.173857673840111,2.10256400079177,1601161.41374519,5340387.90381066,"Kaikoura",30,"No","Terrace",37,72,"Low Producing Grassland","BLA",1016,8,,"","Summer",0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,174,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D2-2016","D2",2016,8,14,6,0.571428571428571,"Fenced",8.86426657345916,7.18106995884774,0.14281490123371,2.12562966568514,1601161.41374519,5340387.90381066,"Kaikoura",30,"No","Terrace",37,72,"Low Producing Grassland","BLA",1016,8,,"","Summer",0,0,0,0,0,0,0,0,174,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,183,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,89,243,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"D3-2007","D3",2007,11,23,12,0.478260869565217,"Fenced",17.3312720504054,12.3817427385892,0.259662132907512,1.60456348129206,1601235.41386361,5340580.82850772,"Kaikoura",30,"No","Slope",25,70,"Low Producing Grassland","BLA",1037,33,,"","Summer",90,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,241,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,117,0,0,166,174,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,203,0,14,0,0,0,0,0,2,0,174
"D3-2016","D3",2016,16,32,16,0.5,"Fenced",20.8198853228275,14.9958847736626,0.248713882460238,1.33580744076433,1601235.41386361,5340580.82850772,"Kaikoura",30,"No","Slope",25,70,"Low Producing Grassland","BLA",1037,33,,"","Summer",23,0,2,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,137,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,221,126,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,3,0,0,0,174,0,0,89,0,0,0,0,194,0,0,0,0,0,0,0,0,0,137,0,0,0,0,137,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,112,0,0,0,0,0,0,0,0,0,212,220,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,2,222,0,0,0,0,0,0,0,0,0,2
"D4-2007","D4",2007,7,13,6,0.538461538461538,"Fenced",8.44904332090129,5.95192307692308,0.202421572283313,1.80819224723054,1601310.41219661,5340762.75682193,"Kaikoura",30,"No","Slope",20,70,"Low Producing Grassland","BLA",1064,27,,"","Summer",0,0,0,0,0,0,0,0,33,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,183,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,2,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D4-2016","D4",2016,13,19,6,0.684210526315789,"Fenced",12.9694682834643,10.2181069958848,0.152640671564684,1.62828914903071,1601310.41219661,5340762.75682193,"Kaikoura",30,"No","Slope",20,70,"Low Producing Grassland","BLA",1064,27,,"","Summer",0,0,0,0,0,0,0,0,153,194,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,220,208,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,89,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,2,0,243
"F1-2007","F1",2007,2,8,6,0.25,"Unfenced",6.5325126409595,4.87654320987654,0.163320813971362,1.81858552826527,1590112.25586422,5325757.3533346,"Bealey",30,"No","Slope",4,53,"Tall Tussock Grassland","BLA",1346,32,,"","Ungrazed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,208,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F1-2016","F1",2016,4,7,3,0.571428571428571,"Unfenced",3.15819580959299,2.17283950617284,0.136695726574754,2.30142890492481,1590112.25586422,5325757.3533346,"Bealey",30,"No","Slope",4,53,"Tall Tussock Grassland","BLA",1346,32,,"","Ungrazed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F2-2007","F2",2007,3,8,5,0.375,"Unfenced",6.36245879835772,4.19072164948454,0.175377492035156,1.65567739750022,1590049.25589949,5325594.41735119,"Bealey",30,"No","Slope",1,53,"Tall Tussock Grassland","BLA",1384,27,21,"","Ungrazed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2-2016","F2",2016,3,5,2,0.6,"Unfenced",4.24127000357892,2.90534979423868,0.113199651097235,2.07629777434719,1590049.25589949,5325594.41735119,"Bealey",30,"No","Slope",1,53,"Tall Tussock Grassland","BLA",1384,27,21,"","Ungrazed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F3-2007","F3",2007,5,5,0,1,"Unfenced",3.66585515931405,2.91111111111111,0.0714539837523006,1.72988011745628,1589995.25061888,5325414.48599094,"Bealey",30,"No","Slope",0,50,"Tall Tussock Grassland","BLA",1428,33,21,"","Ungrazed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F3-2016","F3",2016,12,14,2,0.857142857142857,"Unfenced",11.5671005733767,8.81465517241379,0.100688148754645,2.13180378263224,1589995.25061888,5325414.48599094,"Bealey",30,"No","Slope",0,50,"Tall Tussock Grassland","BLA",1428,33,21,"","Ungrazed",0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,137,0,0,0,0,0,0,108,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,232,0,0,0,0,0,0,0,0
"F4-2007","F4",2007,8,10,2,0.8,"Unfenced",7.70355550305643,6.04733727810651,0.1407015642139,1.97990657875031,1589915.2531713,5325226.56079301,"Bealey",30,"No","Slope",3,53,"Tall Tussock Grassland","BLA",1367,32,21,"","Ungrazed",0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,117,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F4-2016","F4",2016,11,14,3,0.785714285714286,"Unfenced",12.0557490362887,9.18103448275862,0.124847836608113,1.97032659814799,1589915.2531713,5325226.56079301,"Bealey",30,"No","Slope",3,53,"Tall Tussock Grassland","BLA",1367,32,21,"","Ungrazed",0,0,0,0,0,0,0,0,0,174,0,14,0,0,0,0,67,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,220,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,137,89,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0
"G1-2007","G1",2007,5,7,2,0.714285714285714,"Unfenced",3.51485947588302,2.74485596707819,0.101362797180926,2.29797733717615,1593492.10863508,5325820.88531847,"Bealey",30,"No","Slope",2,50,"Tall Tussock Grassland","BLA",1464,32,,"","Ungrazed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
